isogroup rlog
isogroup=23192 -3.88568753507838
isogroup=23322 -3.88568753507838
isogroup=23478 -3.88568753507838
isogroup=23549 -3.88568753507838
isogroup=23596 -3.88568753507838
isogroup=23671 -3.88568753507838
isogroup=23749 -3.88568753507838
isogroup=23877 -3.88568753507838
isogroup=24004 -3.88568753507838
isogroup=24008 -3.88568753507838
isogroup=24352 -3.88568753507838
isogroup=24523 -3.88568753507838
isogroup=24553 -3.88568753507838
isogroup=24554 -3.88568753507838
isogroup=24695 -3.88568753507838
isogroup=24970 -3.88568753507838
isogroup=24997 -3.88568753507838
isogroup=25011 -3.88568753507838
isogroup=25038 -3.88568753507838
isogroup=25064 -3.88568753507838
isogroup=25266 -3.88568753507838
isogroup=25508 -3.88568753507838
isogroup=25623 -3.88568753507838
isogroup=25656 -3.88568753507838
isogroup=25754 -3.88568753507838
isogroup=25797 -3.88568753507838
isogroup=25896 -3.88568753507838
isogroup=25964 -3.88568753507838
isogroup=26081 -3.88568753507838
isogroup=26103 -3.88568753507838
isogroup=26120 -3.88568753507838
isogroup=26145 -3.88568753507838
isogroup=26161 -3.88568753507838
isogroup=26239 -3.88568753507838
isogroup=26295 -3.88568753507838
isogroup=26363 -3.88568753507838
isogroup=26385 -3.88568753507838
isogroup=26483 -3.88568753507838
isogroup=26549 -3.88568753507838
isogroup=26560 -3.88568753507838
isogroup=26579 -3.88568753507838
isogroup=26635 -3.88568753507838
isogroup=26755 -3.88568753507838
isogroup=26762 -3.88568753507838
isogroup=26894 -3.88568753507838
isogroup=26934 -3.88568753507838
isogroup=26991 -3.88568753507838
isogroup=2700 -3.88568753507838
isogroup=27027 -3.88568753507838
isogroup=27039 -3.88568753507838
isogroup=27340 -3.88568753507838
isogroup=27622 -3.88568753507838
isogroup=27671 -3.88568753507838
isogroup=27732 -3.88568753507838
isogroup=27809 -3.88568753507838
isogroup=27864 -3.88568753507838
isogroup=27893 -3.88568753507838
isogroup=27908 -3.88568753507838
isogroup=27978 -3.88568753507838
isogroup=28034 -3.88568753507838
isogroup=28035 -3.88568753507838
isogroup=28060 -3.88568753507838
isogroup=28141 -3.88568753507838
isogroup=28181 -3.88568753507838
isogroup=28238 -3.88568753507838
isogroup=2835.1 -3.88568753507838
isogroup=28380 -3.88568753507838
isogroup=28405 -3.88568753507838
isogroup=28481 -3.88568753507838
isogroup=28494 -3.88568753507838
isogroup=28530 -3.88568753507838
isogroup=28541 -3.88568753507838
isogroup=28667 -3.88568753507838
isogroup=28758 -3.88568753507838
isogroup=28952 -3.88568753507838
isogroup=29069 -3.88568753507838
isogroup=29245 -3.88568753507838
isogroup=29254 -3.88568753507838
isogroup=29269 -3.88568753507838
isogroup=29281 -3.88568753507838
isogroup=29317 -3.88568753507838
isogroup=2945 -3.88568753507838
isogroup=29492 -3.88568753507838
isogroup=29493 -3.88568753507838
isogroup=29495 -3.88568753507838
isogroup=2976 -3.88568753507838
isogroup=29907 -3.88568753507838
isogroup=30005 -3.88568753507838
isogroup=30043 -3.88568753507838
isogroup=30197 -3.88568753507838
isogroup=30214 -3.88568753507838
isogroup=30257 -3.88568753507838
isogroup=30260 -3.88568753507838
isogroup=30412 -3.88568753507838
isogroup=3046 -3.88568753507838
isogroup=30495 -3.88568753507838
isogroup=30537 -3.88568753507838
isogroup=30705 -3.88568753507838
isogroup=30749 -3.88568753507838
isogroup=30757 -3.88568753507838
isogroup=30769 -3.88568753507838
isogroup=30783 -3.88568753507838
isogroup=30790 -3.88568753507838
isogroup=30828 -3.88568753507838
isogroup=30870 -3.88568753507838
isogroup=30989 -3.88568753507838
isogroup=31012 -3.88568753507838
isogroup=31051 -3.88568753507838
isogroup=31164 -3.88568753507838
isogroup=31175 -3.88568753507838
isogroup=31183 -3.88568753507838
isogroup=31189 -3.88568753507838
isogroup=31199 -3.88568753507838
isogroup=31369 -3.88568753507838
isogroup=31379 -3.88568753507838
isogroup=31455 -3.88568753507838
isogroup=31525 -3.88568753507838
isogroup=31528 -3.88568753507838
isogroup=31560 -3.88568753507838
isogroup=3165 -3.88568753507838
isogroup=31650 -3.88568753507838
isogroup=31778 -3.88568753507838
isogroup=31838 -3.88568753507838
isogroup=31910 -3.88568753507838
isogroup=31935 -3.88568753507838
isogroup=31983 -3.88568753507838
isogroup=32119 -3.88568753507838
isogroup=32148 -3.88568753507838
isogroup=32212 -3.88568753507838
isogroup=32292 -3.88568753507838
isogroup=32311 -3.88568753507838
isogroup=32542 -3.88568753507838
isogroup=32729 -3.88568753507838
isogroup=32781 -3.88568753507838
isogroup=32838 -3.88568753507838
isogroup=33251 -3.88568753507838
isogroup=33306 -3.88568753507838
isogroup=33335 -3.88568753507838
isogroup=33384 -3.88568753507838
isogroup=33402 -3.88568753507838
isogroup=33425 -3.88568753507838
isogroup=33491 -3.88568753507838
isogroup=33639 -3.88568753507838
isogroup=33841 -3.88568753507838
isogroup=33955 -3.88568753507838
isogroup=33963 -3.88568753507838
isogroup=34078 -3.88568753507838
isogroup=34113 -3.88568753507838
isogroup=34249 -3.88568753507838
isogroup=34260 -3.88568753507838
isogroup=3427 -3.88568753507838
isogroup=34296 -3.88568753507838
isogroup=3431 -3.88568753507838
isogroup=34330 -3.88568753507838
isogroup=34350 -3.88568753507838
isogroup=34417 -3.88568753507838
isogroup=34470 -3.88568753507838
isogroup=34574 -3.88568753507838
isogroup=34625 -3.88568753507838
isogroup=34758 -3.88568753507838
isogroup=34799 -3.88568753507838
isogroup=34817 -3.88568753507838
isogroup=34825 -3.88568753507838
isogroup=34831 -3.88568753507838
isogroup=34846 -3.88568753507838
isogroup=35099 -3.88568753507838
isogroup=35130 -3.88568753507838
isogroup=35169 -3.88568753507838
isogroup=35230 -3.88568753507838
isogroup=35262 -3.88568753507838
isogroup=35286 -3.88568753507838
isogroup=35403 -3.88568753507838
isogroup=35466 -3.88568753507838
isogroup=35494 -3.88568753507838
isogroup=35531 -3.88568753507838
isogroup=35547 -3.88568753507838
isogroup=35660 -3.88568753507838
isogroup=35712 -3.88568753507838
isogroup=35847 -3.88568753507838
isogroup=35877 -3.88568753507838
isogroup=35894 -3.88568753507838
isogroup=35947 -3.88568753507838
isogroup=35989 -3.88568753507838
isogroup=36089 -3.88568753507838
isogroup=36092 -3.88568753507838
isogroup=36093 -3.88568753507838
isogroup=36218 -3.88568753507838
isogroup=36233 -3.88568753507838
isogroup=36291 -3.88568753507838
isogroup=36308 -3.88568753507838
isogroup=36353 -3.88568753507838
isogroup=36442 -3.88568753507838
isogroup=36498 -3.88568753507838
isogroup=36551 -3.88568753507838
isogroup=36590 -3.88568753507838
isogroup=36619 -3.88568753507838
isogroup=36646 -3.88568753507838
isogroup=36716 -3.88568753507838
isogroup=36753 -3.88568753507838
isogroup=36825 -3.88568753507838
isogroup=36885 -3.88568753507838
isogroup=36940 -3.88568753507838
isogroup=37015 -3.88568753507838
isogroup=37052 -3.88568753507838
isogroup=37105 -3.88568753507838
isogroup=37151 -3.88568753507838
isogroup=37210 -3.88568753507838
isogroup=37260 -3.88568753507838
isogroup=37273 -3.88568753507838
isogroup=37294 -3.88568753507838
isogroup=37345 -3.88568753507838
isogroup=37399 -3.88568753507838
isogroup=37420 -3.88568753507838
isogroup=37459 -3.88568753507838
isogroup=37487 -3.88568753507838
isogroup=37521 -3.88568753507838
isogroup=37598 -3.88568753507838
isogroup=37631 -3.88568753507838
isogroup=37709 -3.88568753507838
isogroup=37730 -3.88568753507838
isogroup=37968 -3.88568753507838
isogroup=38083 -3.88568753507838
isogroup=38090 -3.88568753507838
isogroup=38102 -3.88568753507838
isogroup=38452 -3.88568753507838
isogroup=38544 -3.88568753507838
isogroup=38580 -3.88568753507838
isogroup=3862 -3.88568753507838
isogroup=38843 -3.88568753507838
isogroup=39060 -3.88568753507838
isogroup=39157 -3.88568753507838
isogroup=39287 -3.88568753507838
isogroup=39313 -3.88568753507838
isogroup=39381 -3.88568753507838
isogroup=39388 -3.88568753507838
isogroup=39477 -3.88568753507838
isogroup=39530 -3.88568753507838
isogroup=39534 -3.88568753507838
isogroup=39612 -3.88568753507838
isogroup=39749 -3.88568753507838
isogroup=39759 -3.88568753507838
isogroup=39815 -3.88568753507838
isogroup=39839 -3.88568753507838
isogroup=39852 -3.88568753507838
isogroup=39856 -3.88568753507838
isogroup=39988 -3.88568753507838
isogroup=40003 -3.88568753507838
isogroup=40041 -3.88568753507838
isogroup=40076 -3.88568753507838
isogroup=40078 -3.88568753507838
isogroup=40129 -3.88568753507838
isogroup=40153 -3.88568753507838
isogroup=40210 -3.88568753507838
isogroup=40232 -3.88568753507838
isogroup=40429 -3.88568753507838
isogroup=40472 -3.88568753507838
isogroup=40494 -3.88568753507838
isogroup=40522 -3.88568753507838
isogroup=40528 -3.88568753507838
isogroup=4062 -3.88568753507838
isogroup=40700 -3.88568753507838
isogroup=40702 -3.88568753507838
isogroup=40705 -3.88568753507838
isogroup=40727 -3.88568753507838
isogroup=40908 -3.88568753507838
isogroup=40955 -3.88568753507838
isogroup=40967 -3.88568753507838
isogroup=40989 -3.88568753507838
isogroup=41186 -3.88568753507838
isogroup=41308 -3.88568753507838
isogroup=41334 -3.88568753507838
isogroup=41432 -3.88568753507838
isogroup=41456 -3.88568753507838
isogroup=41650 -3.88568753507838
isogroup=41681 -3.88568753507838
isogroup=41689 -3.88568753507838
isogroup=41717 -3.88568753507838
isogroup=41742 -3.88568753507838
isogroup=41851 -3.88568753507838
isogroup=41866 -3.88568753507838
isogroup=41907 -3.88568753507838
isogroup=4196 -3.88568753507838
isogroup=41976 -3.88568753507838
isogroup=41982 -3.88568753507838
isogroup=4210.1 -3.88568753507838
isogroup=42117 -3.88568753507838
isogroup=42197 -3.88568753507838
isogroup=42203 -3.88568753507838
isogroup=42249 -3.88568753507838
isogroup=42331 -3.88568753507838
isogroup=42420 -3.88568753507838
isogroup=42465 -3.88568753507838
isogroup=42508 -3.88568753507838
isogroup=42522 -3.88568753507838
isogroup=42547 -3.88568753507838
isogroup=42600 -3.88568753507838
isogroup=42628 -3.88568753507838
isogroup=42641 -3.88568753507838
isogroup=42686 -3.88568753507838
isogroup=42859 -3.88568753507838
isogroup=42896 -3.88568753507838
isogroup=42898 -3.88568753507838
isogroup=42930 -3.88568753507838
isogroup=42984 -3.88568753507838
isogroup=43018 -3.88568753507838
isogroup=43202 -3.88568753507838
isogroup=43203 -3.88568753507838
isogroup=43213 -3.88568753507838
isogroup=43340 -3.88568753507838
isogroup=43474 -3.88568753507838
isogroup=43540 -3.88568753507838
isogroup=43543 -3.88568753507838
isogroup=43559 -3.88568753507838
isogroup=43636 -3.88568753507838
isogroup=43699 -3.88568753507838
isogroup=43801 -3.88568753507838
isogroup=43946 -3.88568753507838
isogroup=44008 -3.88568753507838
isogroup=44018 -3.88568753507838
isogroup=44024 -3.88568753507838
isogroup=44034 -3.88568753507838
isogroup=44072 -3.88568753507838
isogroup=44091 -3.88568753507838
isogroup=44099 -3.88568753507838
isogroup=44137 -3.88568753507838
isogroup=44173 -3.88568753507838
isogroup=44219 -3.88568753507838
isogroup=44239 -3.88568753507838
isogroup=44380 -3.88568753507838
isogroup=44438 -3.88568753507838
isogroup=44507 -3.88568753507838
isogroup=44521 -3.88568753507838
isogroup=44577 -3.88568753507838
isogroup=44643 -3.88568753507838
isogroup=44682 -3.88568753507838
isogroup=44704 -3.88568753507838
isogroup=44716 -3.88568753507838
isogroup=44767 -3.88568753507838
isogroup=44837 -3.88568753507838
isogroup=44850 -3.88568753507838
isogroup=44916 -3.88568753507838
isogroup=4505 -3.88568753507838
isogroup=45114 -3.88568753507838
isogroup=45148 -3.88568753507838
isogroup=45231 -3.88568753507838
isogroup=45285 -3.88568753507838
isogroup=45420 -3.88568753507838
isogroup=45423 -3.88568753507838
isogroup=45450 -3.88568753507838
isogroup=45486 -3.88568753507838
isogroup=45505 -3.88568753507838
isogroup=45508 -3.88568753507838
isogroup=45509 -3.88568753507838
isogroup=45538 -3.88568753507838
isogroup=45566 -3.88568753507838
isogroup=45605 -3.88568753507838
isogroup=45815 -3.88568753507838
isogroup=45878 -3.88568753507838
isogroup=45964 -3.88568753507838
isogroup=45972 -3.88568753507838
isogroup=46003 -3.88568753507838
isogroup=46018 -3.88568753507838
isogroup=46121 -3.88568753507838
isogroup=46234 -3.88568753507838
isogroup=46294 -3.88568753507838
isogroup=46312 -3.88568753507838
isogroup=46326 -3.88568753507838
isogroup=46384 -3.88568753507838
isogroup=46498 -3.88568753507838
isogroup=46506 -3.88568753507838
isogroup=46527 -3.88568753507838
isogroup=5220 -3.88568753507838
isogroup=557 -3.88568753507838
isogroup=5855 -3.88568753507838
isogroup=6114 -3.88568753507838
isogroup=6649 -3.88568753507838
isogroup=6865 -3.88568753507838
isogroup=7146 -3.88568753507838
isogroup=7164 -3.88568753507838
isogroup=7167 -3.88568753507838
isogroup=7283 -3.88568753507838
isogroup=7291 -3.88568753507838
isogroup=7650 -3.88568753507838
isogroup=7833 -3.88568753507838
isogroup=7950 -3.88568753507838
isogroup=796 -3.88568753507838
isogroup=8011 -3.88568753507838
isogroup=8072 -3.88568753507838
isogroup=8151 -3.88568753507838
isogroup=8259 -3.88568753507838
isogroup=8273 -3.88568753507838
isogroup=8387 -3.88568753507838
isogroup=8659 -3.88568753507838
isogroup=8728.1 -3.88568753507838
isogroup=8873 -3.88568753507838
isogroup=9004 -3.88568753507838
isogroup=9016 -3.88568753507838
isogroup=912 -3.88568753507838
isogroup=9353 -3.88568753507838
isogroup=9730 -3.88568753507838
isogroup=9775 -3.88568753507838
isogroup=10247 -3.87227235675596
isogroup=10917 -3.87227235675596
isogroup=1094 -3.87227235675596
isogroup=11137 -3.87227235675596
isogroup=11545 -3.87227235675596
isogroup=1189 -3.87227235675596
isogroup=12013 -3.87227235675596
isogroup=12034 -3.87227235675596
isogroup=12084 -3.87227235675596
isogroup=12187 -3.87227235675596
isogroup=12306 -3.87227235675596
isogroup=1239 -3.87227235675596
isogroup=12623 -3.87227235675596
isogroup=12840 -3.87227235675596
isogroup=13250 -3.87227235675596
isogroup=13335 -3.87227235675596
isogroup=13389 -3.87227235675596
isogroup=13572 -3.87227235675596
isogroup=13691 -3.87227235675596
isogroup=13874 -3.87227235675596
isogroup=14 -3.87227235675596
isogroup=14041 -3.87227235675596
isogroup=14437 -3.87227235675596
isogroup=14445 -3.87227235675596
isogroup=14475 -3.87227235675596
isogroup=14634 -3.87227235675596
isogroup=15521 -3.87227235675596
isogroup=15839 -3.87227235675596
isogroup=15906 -3.87227235675596
isogroup=16395 -3.87227235675596
isogroup=16491 -3.87227235675596
isogroup=16637 -3.87227235675596
isogroup=16653 -3.87227235675596
isogroup=16674 -3.87227235675596
isogroup=16715 -3.87227235675596
isogroup=16947 -3.87227235675596
isogroup=16973 -3.87227235675596
isogroup=1707 -3.87227235675596
isogroup=17196 -3.87227235675596
isogroup=17386 -3.87227235675596
isogroup=17724 -3.87227235675596
isogroup=17995 -3.87227235675596
isogroup=18068 -3.87227235675596
isogroup=18195 -3.87227235675596
isogroup=18430 -3.87227235675596
isogroup=18622 -3.87227235675596
isogroup=19003 -3.87227235675596
isogroup=19018 -3.87227235675596
isogroup=19098 -3.87227235675596
isogroup=19215 -3.87227235675596
isogroup=19470 -3.87227235675596
isogroup=19521 -3.87227235675596
isogroup=19573 -3.87227235675596
isogroup=19681 -3.87227235675596
isogroup=19737 -3.87227235675596
isogroup=19739 -3.87227235675596
isogroup=19961 -3.87227235675596
isogroup=19994 -3.87227235675596
isogroup=20040 -3.87227235675596
isogroup=20432 -3.87227235675596
isogroup=20440 -3.87227235675596
isogroup=20505 -3.87227235675596
isogroup=20511 -3.87227235675596
isogroup=20518 -3.87227235675596
isogroup=20632 -3.87227235675596
isogroup=20687 -3.87227235675596
isogroup=20929 -3.87227235675596
isogroup=21052 -3.87227235675596
isogroup=21091 -3.87227235675596
isogroup=2115 -3.87227235675596
isogroup=21188 -3.87227235675596
isogroup=21297 -3.87227235675596
isogroup=21353 -3.87227235675596
isogroup=21467 -3.87227235675596
isogroup=21612 -3.87227235675596
isogroup=21639 -3.87227235675596
isogroup=21642 -3.87227235675596
isogroup=21723 -3.87227235675596
isogroup=21780 -3.87227235675596
isogroup=21961 -3.87227235675596
isogroup=22129 -3.87227235675596
isogroup=22139 -3.87227235675596
isogroup=22300 -3.87227235675596
isogroup=22467 -3.87227235675596
isogroup=22611 -3.87227235675596
isogroup=22786 -3.87227235675596
isogroup=22908 -3.87227235675596
isogroup=23113 -3.87227235675596
isogroup=2337 -3.87227235675596
isogroup=23376 -3.87227235675596
isogroup=23405 -3.87227235675596
isogroup=23509 -3.87227235675596
isogroup=23559 -3.87227235675596
isogroup=23708 -3.87227235675596
isogroup=23709 -3.87227235675596
isogroup=23714 -3.87227235675596
isogroup=23719 -3.87227235675596
isogroup=24023 -3.87227235675596
isogroup=24053 -3.87227235675596
isogroup=24240 -3.87227235675596
isogroup=24330 -3.87227235675596
isogroup=24385 -3.87227235675596
isogroup=24413 -3.87227235675596
isogroup=24439 -3.87227235675596
isogroup=24445 -3.87227235675596
isogroup=24504 -3.87227235675596
isogroup=24686 -3.87227235675596
isogroup=24713 -3.87227235675596
isogroup=24884 -3.87227235675596
isogroup=24938 -3.87227235675596
isogroup=24943 -3.87227235675596
isogroup=25072 -3.87227235675596
isogroup=25309 -3.87227235675596
isogroup=25384 -3.87227235675596
isogroup=25421 -3.87227235675596
isogroup=25432 -3.87227235675596
isogroup=25733 -3.87227235675596
isogroup=25783 -3.87227235675596
isogroup=25872 -3.87227235675596
isogroup=25877 -3.87227235675596
isogroup=25930 -3.87227235675596
isogroup=26241 -3.87227235675596
isogroup=26260 -3.87227235675596
isogroup=26275 -3.87227235675596
isogroup=26329 -3.87227235675596
isogroup=26338 -3.87227235675596
isogroup=26340 -3.87227235675596
isogroup=26404 -3.87227235675596
isogroup=26427 -3.87227235675596
isogroup=26463 -3.87227235675596
isogroup=26647 -3.87227235675596
isogroup=26657 -3.87227235675596
isogroup=26693 -3.87227235675596
isogroup=26812 -3.87227235675596
isogroup=26909 -3.87227235675596
isogroup=27015 -3.87227235675596
isogroup=27056 -3.87227235675596
isogroup=27176 -3.87227235675596
isogroup=27367 -3.87227235675596
isogroup=27435 -3.87227235675596
isogroup=27467 -3.87227235675596
isogroup=27514 -3.87227235675596
isogroup=27553 -3.87227235675596
isogroup=27661 -3.87227235675596
isogroup=27687 -3.87227235675596
isogroup=27688 -3.87227235675596
isogroup=27755 -3.87227235675596
isogroup=27768 -3.87227235675596
isogroup=27834 -3.87227235675596
isogroup=27899 -3.87227235675596
isogroup=27944 -3.87227235675596
isogroup=27954 -3.87227235675596
isogroup=27990 -3.87227235675596
isogroup=28264 -3.87227235675596
isogroup=28279 -3.87227235675596
isogroup=28296 -3.87227235675596
isogroup=28334 -3.87227235675596
isogroup=28417 -3.87227235675596
isogroup=28483 -3.87227235675596
isogroup=28527 -3.87227235675596
isogroup=28533 -3.87227235675596
isogroup=28634 -3.87227235675596
isogroup=28656 -3.87227235675596
isogroup=28711 -3.87227235675596
isogroup=29099 -3.87227235675596
isogroup=29137.1 -3.87227235675596
isogroup=29173 -3.87227235675596
isogroup=29291 -3.87227235675596
isogroup=29299 -3.87227235675596
isogroup=29468 -3.87227235675596
isogroup=29559 -3.87227235675596
isogroup=29679 -3.87227235675596
isogroup=29755 -3.87227235675596
isogroup=29876 -3.87227235675596
isogroup=29999 -3.87227235675596
isogroup=30039 -3.87227235675596
isogroup=30047 -3.87227235675596
isogroup=30153 -3.87227235675596
isogroup=30458 -3.87227235675596
isogroup=30467 -3.87227235675596
isogroup=30668 -3.87227235675596
isogroup=3070 -3.87227235675596
isogroup=30772 -3.87227235675596
isogroup=30891 -3.87227235675596
isogroup=30931 -3.87227235675596
isogroup=30977 -3.87227235675596
isogroup=3105 -3.87227235675596
isogroup=3105.2 -3.87227235675596
isogroup=31097 -3.87227235675596
isogroup=31118 -3.87227235675596
isogroup=31266 -3.87227235675596
isogroup=31277 -3.87227235675596
isogroup=31279 -3.87227235675596
isogroup=31381 -3.87227235675596
isogroup=31383 -3.87227235675596
isogroup=31410 -3.87227235675596
isogroup=31453 -3.87227235675596
isogroup=31572 -3.87227235675596
isogroup=31710 -3.87227235675596
isogroup=31714 -3.87227235675596
isogroup=31722 -3.87227235675596
isogroup=31733 -3.87227235675596
isogroup=31782 -3.87227235675596
isogroup=31917 -3.87227235675596
isogroup=31929 -3.87227235675596
isogroup=32005 -3.87227235675596
isogroup=32013 -3.87227235675596
isogroup=32327 -3.87227235675596
isogroup=32360 -3.87227235675596
isogroup=32383 -3.87227235675596
isogroup=32389 -3.87227235675596
isogroup=32448 -3.87227235675596
isogroup=32785 -3.87227235675596
isogroup=32816 -3.87227235675596
isogroup=33106 -3.87227235675596
isogroup=33199 -3.87227235675596
isogroup=33290 -3.87227235675596
isogroup=33393 -3.87227235675596
isogroup=33441 -3.87227235675596
isogroup=33607 -3.87227235675596
isogroup=33668 -3.87227235675596
isogroup=33722 -3.87227235675596
isogroup=33738 -3.87227235675596
isogroup=33739 -3.87227235675596
isogroup=33844 -3.87227235675596
isogroup=33992 -3.87227235675596
isogroup=34311 -3.87227235675596
isogroup=34331 -3.87227235675596
isogroup=34347 -3.87227235675596
isogroup=34358 -3.87227235675596
isogroup=34503 -3.87227235675596
isogroup=34523 -3.87227235675596
isogroup=34593 -3.87227235675596
isogroup=34640 -3.87227235675596
isogroup=34649 -3.87227235675596
isogroup=34710 -3.87227235675596
isogroup=34726 -3.87227235675596
isogroup=34792 -3.87227235675596
isogroup=34847 -3.87227235675596
isogroup=34897 -3.87227235675596
isogroup=34973 -3.87227235675596
isogroup=35096 -3.87227235675596
isogroup=35350 -3.87227235675596
isogroup=35396 -3.87227235675596
isogroup=35554 -3.87227235675596
isogroup=35571 -3.87227235675596
isogroup=35632 -3.87227235675596
isogroup=35653 -3.87227235675596
isogroup=35675 -3.87227235675596
isogroup=35684 -3.87227235675596
isogroup=35768 -3.87227235675596
isogroup=35867 -3.87227235675596
isogroup=35872 -3.87227235675596
isogroup=35878 -3.87227235675596
isogroup=35911 -3.87227235675596
isogroup=35950 -3.87227235675596
isogroup=35975 -3.87227235675596
isogroup=3608 -3.87227235675596
isogroup=36123 -3.87227235675596
isogroup=36234 -3.87227235675596
isogroup=36259 -3.87227235675596
isogroup=36325 -3.87227235675596
isogroup=36552 -3.87227235675596
isogroup=36600 -3.87227235675596
isogroup=36687 -3.87227235675596
isogroup=36698 -3.87227235675596
isogroup=36725 -3.87227235675596
isogroup=36820 -3.87227235675596
isogroup=36849 -3.87227235675596
isogroup=36861 -3.87227235675596
isogroup=36965 -3.87227235675596
isogroup=36990 -3.87227235675596
isogroup=37035 -3.87227235675596
isogroup=37090 -3.87227235675596
isogroup=37108 -3.87227235675596
isogroup=37161 -3.87227235675596
isogroup=3748 -3.87227235675596
isogroup=37486 -3.87227235675596
isogroup=37577 -3.87227235675596
isogroup=37614 -3.87227235675596
isogroup=37687 -3.87227235675596
isogroup=37697 -3.87227235675596
isogroup=37714 -3.87227235675596
isogroup=37723 -3.87227235675596
isogroup=37907 -3.87227235675596
isogroup=38029 -3.87227235675596
isogroup=38106 -3.87227235675596
isogroup=38133 -3.87227235675596
isogroup=38142 -3.87227235675596
isogroup=38150 -3.87227235675596
isogroup=38160 -3.87227235675596
isogroup=38255 -3.87227235675596
isogroup=38297 -3.87227235675596
isogroup=38313 -3.87227235675596
isogroup=38352 -3.87227235675596
isogroup=38448 -3.87227235675596
isogroup=38450 -3.87227235675596
